"Sr.No","Type","Name of the University","Address","Zip","state","Status"
"1","State","""Kaushalya"" the Skill University","Mahatma Gandhi Labour Institute (MGLI), Drive-in Road, Memnagar, Ahmedabad","380052","Gujarat","2(f)"
"2","Private","A.K.S. University","SherGanj, Satna","485001","Madhya Pradesh","2(f)"
"3","Private","A.P.G. (Alakh Prakash Goyal) Shimla University","Shogi- Mehli Bypass Road, Shimla, H.P 171013","171009","Himachal Pradesh","2(f)"
"4","State","A.P.J. Abdul Kalam Technological University","CET Campus, Alathara RdAmbady Nagar,Thiruvananthapuram","695016","Kerala","2(f)"
"5","Private","AAFT University of Media and Arts","Vill-Maath, Tehsil-Tilda, Dist-Raipur","493225","Chhattisgarh","2(f)"
"6","Private","Abhilashi University","Chailchowk (Chaichiot)Tehsil chachyot, distt. Mandi","175045","Himachal Pradesh","2(f)"
"7","Private","Abhyuday University","Garam Magriya, Khandwa Road, Khargone","451001","Madhya Pradesh","2(f)"
"8","Deemed to be Universities","Academy of Maritime Education and Training","135, East Coast Road, Kanathur","603112","Tamil Nadu","Section-III"
"9","State","Acharaya N.G.Ranga Agricultural University","Amaravathi Road,Lam, Guntur","522034","Andhra Pradesh","2(f)"
"10","State","Acharya Nagarjuna University","NH16,Nagarjuna Nagar,Guntur","522510","Andhra Pradesh","2(f) & 12(B)"
"11","State","Acharya Narendra Deva Krishi Evam Prodyogik Vishwavidyalaya","Kumarganj, FaizabadAyodhya","224229","Uttar Pradesh","2(f) & 12(B)"
"12","Private","Adamas University","Barasat - Barrackpore Road, Barberia, PO Jagannathpur, PS Barasat, Kolkata","700126","West Bengal","2(f)"
"13","Private","Adani University","Shantigram Township, Near Vaishnodevi Circle, Ahmedabad","382421","Gujarat","2(f)"
"14","Private","Adesh University","NH-7, Barnala Road, Bhucho, BathindaBathinda","151101","Punjab","2(f)"
"15","Private","Adichunchanagiri University","Campus: NH-75, Tq- Nagamangala, Dist- Mandya, B.G. Nagara- 571448   Off-Campus: BGS Vijnatham South Campus, Nagaruru, Dasanapura, Bangalore North-562123","571448","Karnataka","2(f)"
"16","State","Adikavi Nannaya University","Raja Raja Nagar, Rajamahendravaram,","533296","Andhra Pradesh","2(f) & 12(B)"
"17","Private","Aditya University","Aditya Nagar, ADB Road, Surampalem, Kakinada","533437","Andhra Pradesh","2(f)"
"18","Private","Agrawan Heritage University","Bamrauli Katara, Fatehabad Road, Agra","283125","Uttar Pradesh","2(f)"
"19","State","Agriculture University","Mandore, Jodhpur","342304","Rajasthan","2(f)"
"20","Private","Ahmedabad University","Ahmedabad University, Commerce Six Roads, Navrangpura, Ahmedabad, GujaratAhmedabad","380009","Gujarat","2(f) & 12(B)"
"21","Private","AIPH University","APEX Building, Pahal, Bhubaneswar-Cuttack NH16On Bhubneshwar-Cuttack Road, NH-5Bhubneshwar","752101","Odisha","2(f)"
"22","Private","AISECT University","Matwari Chowk, HazaribagMatwari, Distt.- HazaribagHazaribagh","825301","Jharkhand","2(f)"
"23","Private","Ajeenkya D.Y. Patil University","Charholi BudrukVia Lohegaon, Pune","412105","Maharashtra","2(f)"
"24","Private","Akal University","Talwandi SaboDist. Bhathinda","151302","Punjab","2(f)"
"25","Private","Al-Falah University","Faridabad","121004","Haryana","2(f)"
"26","Private","Al-Karim University","Sirsa, Karim Bagh, Katihar","854106","Bihar","2(f)"
"27","State","Alagappa University","Vallal Alagappar Valagam, KaraikudiKaraikudiSivaganga District","630003","Tamil Nadu","2(f) & 12(B)"
"28","Private","Alard University","Alard Knowledge Park, Survey No. 47 and 50, Marunji, Near Rajiv Gandhi Park, IT Park, Hinjewadi, Pune","411057","Maharashtra","2(f)"
"29","State","Aliah University","IIA/27, New Town, KolkataNew Town, Kolkata","700160","West Bengal","2(f) & 12(B)"
"30","Central","Aligarh Muslim University","Zainul Abidin Road,Aligarh","202001","Uttar Pradesh","2(f) & 12(B)"
"31","State","Alipurduar University","P. O. - Alipurduar Court,Dist. - Alipurduar","736122","West Bengal","2(f)"
"32","Private","Alliance University","Chikkahagada Cross, Chandapura-Anekal Main Road, Bangalore","562106","Karnataka","2(f)"
"33","Private","Amaltas University","Dewas, Dewas-Ujjain State Highway, Bangar, District-Dewas","455001","Madhya Pradesh","2(f)"
"34","Private","Amity University","NH 648 (Old 207), Beerasandra, Alurududdhanahalli Post, Devanahalli Taluk, Bengaluru Rural District,","562110","Karnataka","2(f)"
"35","Private","Amity University","Sector-82 Alpha, IT City, S. A. A Nagar, Mohali","140306","Punjab","2(f)"
"36","Private","Amity University","Rupaspur, Bailey Road, Patna","801503","Bihar","2(f)"
"37","Private","Amity University","Mumbai-Pune Expressway,Bhatan,Post - Somathne,Panvel,Mumbai","410206","Maharashtra","2(f)"
"38","Private","Amity University","Vill.: Manth (Kharora) ; Tehsil: Tilda ; Dist.: Raipur ; ChhattisgarhTehsil- Tilda, Dist.- Raipur","493225","Chhattisgarh","2(f)"
"39","Private","Amity University","Rajarhat,  New Town,  Dist. North 24 Parganas","700135","West Bengal","2(f)"
"40","Private","Amity University","Ranchi City Campus,Niwaranpur Adjoining Over Bridge, Main Road, Ranchi","834002","Jharkhand","2(f)"
"41","Private","Amity University","SP-1, Kant Kalwar, RIICO Industrial Area, NH-11C, Jaipur, RajasthanAjmer Road, Jaipur","303002","Rajasthan","2(f)"
"42","Private","AMITY University","Plot No. 4, Gautam Buddha Nagar, Sector-125, Noida, Uttar Pradesh PIN 201313Gautam Budh Nagar","201313","Uttar Pradesh","2(f)"
"43","Private","AMITY University","Panchgaon, Manesar, Gurgaon (Haryana)Panchgaon, ManesarDistt.Gurgaon","122413","Haryana","2(f)"
"44","Private","Amity University","Maharajpura, Gwalior Gwalior","474005","Madhya Pradesh","2(f)"
"45","Private","Amrapali University","Shiksha Nagar, Village-Lamachaur, Kaladhungi Road,  Haldwani, Nanital","263139","Uttarakhand","2(f)"
"46","Deemed to be Universities","Amrita Vishwa Vidyapeetham","Amritanagar, P.O., Ettimadai, Coimbatore","641112","Tamil Nadu","Section-III"
"47","State","Anand Agricultural University","University Bhavan, Anand","388001","Gujarat","2(f)"
"48","Private","Anant National University","Sanskardham CampusBhopal-Ghuma-Sanand RoadAhmedabad","380015","Gujarat","2(f)"
"49","State","Andhra Kesari University","Pernamitta, Ongole, Prakasam District","523225","Andhra Pradesh","2(f)"
"50","State","Andhra Pradesh Fisheries University","Vihsal Residency, Padmaja Nagar, Tadigadapa, Vijawada","521134","Andhra Pradesh","2(f)"
"51","State","Andhra University","Waltair Junction,Visakhapatnam,","530003","Andhra Pradesh","2(f) & 12(B)"
"52","Private","Anjaneya University","Knowledge Village, Naradha, Raipur","493111","Chhattisgarh","2(f)"
"53","State","Anna University","Sardar Patel Road, Guindy, ChennaiGuindyChennai","600025","Tamil Nadu","2(f) & 12(B)"
"54","Private","Annamacharya University","New Boyanapalli, Rajampet Annamayya District,","516126","Andhra Pradesh","2(f)"
"55","State","Annamalai University","Annamalainagar,Cuddalore","608002","Tamil Nadu","2(f) & 12(B)"
"56","Private","Anurag University","Venkatapur(V)Ghatkesar(M)Medchal-Malkajigiri (Dist.), Hyderabad","500088","Telangana","2(f)"
"57","Private","Apeejay Stya University","Sohna - Palwal Road, Sohna, Gurugram - 122103Gurgaon","122103","Haryana","2(f) & 12(B)"
"58","Private","Apex Professional University","NH 52, 2nd Mile, Gumin Nagar","791102","Arunachal Pradesh","2(f)"
"59","Private","Apex university","Jaipur, Rajasthan","303002","Rajasthan","2(f)"
"60","Private","Arka Jain University","Mohanpur, Gamharia , Dist- Seraikela KharsawanMohanpur,Gamharia, Dist. Seraikela Kharsawan","832108","Jharkhand","2(f)"
"61","Private","Arni University","Karthgarh, Tehsil, Indore,  Distt. Kangra","176401","Himachal Pradesh","2(f)"
"62","State","Arunachal Pradesh University","Pasighat","791102","Arunachal Pradesh","2(f)"
"63","Private","Arunachal University of Studies","NH-52, Knowledge City, Distt., Namsai","792103","Arunachal Pradesh","2(f)"
"64","Private","Arunodaya University","Lekhi Village, Naharlagun, Itanagar, Distt. Papum Pare","791109","Arunachal Pradesh","2(f)"
"65","State","Aryabhatta Knowledge University","Chanakya National Law University Campus, Mithapur, Patna","800001","Bihar","2(f)"
"66","Private","Aryavart University","National Highway-46,  Jharkheda, Tehsil-Shyampur, Sehore","466001","Madhya Pradesh","2(f)"
"67","Private","ASBM University","Shiksha Vihar,PO-Bhola, Chandaka,Dist-Khurdha, Bhubaneswar","754012","Odisha","2(f)"
"68","Private","Ashoka University","Plot No. 2, Rajiv Gandhi Education City,Kundli, NCR Sonepat","131028","Haryana","2(f) & 12(B)"
"69","Private","Asian International University","Ghari, Awang Leikai,Dist- Imphal West","795140","Manipur","2(f)"
"70","State","Assam Agricultural University","Nowchaliah Gaon,Jorhat","785013","Assam","2(f) & 12(B)"
"71","Private","Assam Don Bosco University","Azara, Guwahati","781017","Assam","2(f) & 12(B)"
"72","Private","Assam Down Town University","Sankar Madhab Path, Gandhinagar, Panikhaiti, Guwahati","781026","Assam","2(f) & 12(B)"
"73","State","Assam Rajiv Gandhi University of Co-operative Management","Basic tiniali, gadaghar nagar,Joysagar, Dicial Dhulia Gaon,Sivasagar, Guwahati","785665","Assam","2(f)"
"74","State","Assam Science & Technology University","Tetelia Road, jalukbari, Guwahati","781013","Assam","2(f)"
"75","State","Assam Skill University","Mangaldoi, Dist. Darrang","784125","Assam","2(f)"
"76","Central","Assam University","Silchar, Dargakona, Cachar","788001","Assam","2(f) & 12(B)"
"77","State","Assam Women's University","Jamuguri, Rowriah, Jorhat","785004","Assam","2(f)"
"78","State","Atal Bihari Bajpayee Vishwavidyalaya (Formerly Bilaspur Vishwavidyalaya)","In front of Koni Police StationBilaspur- Ratanpur Road, Koni, Bilaspur(CG)","495009","Chhattisgarh","2(f) & 12(B)"
"79","State","Atal Bihari Vajpayee Hindi Vishwavidyalaya","Mungalia Kot,Rajharsh Colony, Kolar MargBhopal","462038","Madhya Pradesh","2(f)"
"80","State","Atal Bihari Vajpayee Medical University","9th Floor, Academic Block, Dr. Ram Manohar Lohia Institute of Medical Sciences, Vibhuti Khand, Lucknow","226210","Uttar Pradesh","2(f)"
"81","State","Atal Medical and Research University(Formerly Himachal Pradesh University of Health Sciences)","SLBS Medical College & Hospital CampusNer Chowk, Distt- Mandi,Mandi","175008","Himachal Pradesh","2(f)"
"82","Private","ATLAS SKILLTECH UNIVERSITY","TOwer 1, Equinox Business Park, O?Bandra-Kurla Complex (BKC),LBS Marg, Kurla West, Mumbai","400070","Maharashtra","2(f)"
"83","Private","Atmiya University","Yogidham Gurukul, Kalawad Road, RajkotKalawad Road Rajkot","360005","Gujarat","2(f)"
"84","Private","Atria University","ASKB Campus1st Main Road, AGS Colony, Anandhnagar, Hebbal, Bangaluru","560024","Karnataka","2(f)"
"85","Private","Auniati University","Kaliapani, Teok, Dist. Jorhat","785112","Assam","2(f)"
"86","Private","AURO University, Surat","Earthspace, Hazira RoadOpposite ONGC, Surat, Gujarat.","394510","Gujarat","2(f)"
"87","Deemed to be Universities","Aurora Higher Education and Research Academy","Uppal, Hyderabad","500001","Telangana","Section-III"
"88","Private","Avantika University","Avantika University, Vishwanathpuram, Lekoda Village, Ujjian, MP, IndiaLekoda VillageUjjain","456006","Madhya Pradesh","2(f)"
"89","Deemed to be Universities","Avinashilingam Institute for Home Science & Higher Education for Women","Bharathi Park Rd, Saibaba Colony, Coimbatore","641043","Tamil Nadu","Section-III & 12(B)"
"90","State","Awadesh Pratap Singh University","Sirmour Road,Ananthpur,Rewa","486003","Madhya Pradesh","2(f) & 12(B)"
"91","State","Ayush and Health Sciences University of Chhattisgarh","Uparwara, Atal Nagar, Sector 40, Nava Raipur C.G.Raipur,","493661","Chhattisgarh","2(f)"
"92","Private","Azim Premji University","Survey No 66,Burugunte Village,Bikkanahalli Main Rd,Sarjapura, Bengaluru","562125","Karnataka","2(f)"
"93","Private","Azim Premji University","Bypass Road, Kanhasaiya, Tehsil-Huzur, Bhopal","462010","Madhya Pradesh","2(f)"
"94","Deemed to be Universities","B.L.D.E.","Bangaramma Sajjan Campus, B M patil road,  Vijayapura","586103","Karnataka","Section-III & 12(B)"
"95","Deemed to be Universities","B.S. Abdur Rahman Institute of Science and Technology","G.S.T.Road, Vandalur, Chennai","600048","Tamil Nadu","Section-III"
"96","State","Baba Amte Divyang University","3rd Floor, Rajiv Gandhi Bhawan, Shiksha Sankul, J.L.N. Marg, Jaipur","303017","Rajasthan","2(f)"
"97","State","Baba Farid University of Health Sciences","Sadiq Road, Faridkot","151203","Punjab","2(f) & 12(B)"
"98","State","Baba Ghulam Shah Badshah University","Baba Ghulam Shah Badshah University, Rajouri, J&K - 185234Road,Chinnai Himmat, Jammu","185234","Jammu and Kashmir","2(f) & 12(B)"
"99","Private","Baba Mast Nath University","ASTHAL BOHAR, ROHTAK Rohtak, Haryana.","124001","Haryana","2(f)"
"100","State","Babasaheb Bhimrao Ambedkar Bihar University","Kalambagh Rd, Musahri, Muzaffarpur","842001","Bihar","2(f) & 12(B)"
"101","Central","Babasaheb Bhimrao Ambedkar University","Vidya Vihar,Rae Bareily Road,Lucknow","226025","Uttar Pradesh","2(f) & 12(B)"
"102","Private","Babu Banarasi Das University","55, Babu Banarasi Das Nagar, Lucknow","201206","Uttar Pradesh","2(f)"
"103","Private","Babu Dinesh Singh University","Farathiya, Garhwa","822114","Jharkhand","2(f)"
"104","Private","Baddi University of Emerging Sciences & Technology","Makhnumajra, BADDI, Distt. Solan","173205","Himachal Pradesh","2(f)"
"105","State","Bagalkot University","Mudhol Road, Jamkhandi","587301","Karnataka","2(f)"
"106","Private","Bahra University","Waknaghat Tehsil Kandaghat SolanTehsil-KandaghatDistt. Solan","173234","Himachal Pradesh","2(f)"
"107","Central","Banaras Hindu University","Varanasi","221005","Uttar Pradesh","2(f) & 12(B)"
"108","Deemed to be Universities","Banasthai Vidyapith","Vanasthali Rd, Aliyabad","304022","Rajasthan","Section-III & 12(B)"
"109","State","Banda University of Agriculture & Technology","Near New Circuit House,Banda","210001","Uttar Pradesh","2(f)"
"110","State","Bangalore University","Jnana Bharathi, Bangalore","560056","Karnataka","2(f) & 12(B)"
"111","State","Bankura University","Main Campus, Bankura Block-II, P.O.-PurandarpurPO Bhagabandh,Dist. Bankura","722155","West Bengal","2(f) & 12(B)"
"112","Private","Bareilly International University","Rohilkhand Medical College Campus, Pilibhit Bypass Road,  Bareilly","243006","Uttar Pradesh","2(f)"
"113","State","Barkatullaah University","Hoshangabad Road, Bhopal","462026","Madhya Pradesh","2(f) & 12(B)"
"114","State","Bengaluru City University","Rukmini Knowledge Park, kattigenahalli, Bengaluru","560064","Karnataka","2(f)"
"115","State","Bengaluru Dr. B. R. Ambedkar School of Economics University","JNANABHARTI MAIN ROAD, NAGARABHAVI BENGALURUNagarabhavi P.O, Bengaluru","560072","Karnataka","2(f)"
"116","State","Bengaluru North University","Devaraj Urs Extension, Tamaka Kolar, Karnataka","563103","Karnataka","2(f)"
"117","Private","Bennett University","Plot No.8-11,Tech Zone II, Greater NoidaTechZone II,Greater Noida","201310","Uttar Pradesh","2(f)"
"118","State","Berhampur University","Berhampur, Bhanja Bihar, Dt. Ganjam","760007","Odisha","2(f) & 12(B)"
"119","Private","Bhabha University","NH-12, Hoshangabad, Jatkhedi, Bhopal","462026","Madhya Pradesh","2(f)"
"120","State","Bhagat Phool Singh Mahila Vishwavidyalaya","B.P.S. Mahila Vishwavidyalaya, Khanpur Kalan, Sonipat SonipatSonipat, Haryana","131305","Haryana","2(f) & 12(B)"
"121","Private","Bhagwan Mahavir University","VIP Road, Vesu, SuratVesu, Surat","395007","Gujarat","2(f)"
"122","Private","Bhagwant Global University","Village & Post- Uttari Jhandi ChaurTehsil- Kotdwar, Distt.- Pauri Garhwal","246149","Uttarakhand","2(f)"
"123","Private","Bhagwant University","Sikar Road, Ajmer,","305 004","Rajasthan","2(f)"
"124","Private","Bhaikaka University","Gokal Nagar, Karamsad – 388325 Gujarat, India Karamsad","388325","Gujarat","2(f)"
"125","State","Bhakta Kavi Narsinh Mehta University","Govt. Polytechnic College, Bilkha Road, Khadiya, Junagadh","362640","Gujarat","2(f) & 12(B)"
"126","Deemed to be Universities","Bharath Institute of Higher Education & Research","No. 173, Agharam Road, Selaiyur, Chennai","600073","Tamil Nadu","Section-III"
"127","State","Bharathiar University","Bharathiar University, Marudhamalai Main Road, Coimbatore-641046PIN - 641 046.Tamil Nadu","641046","Tamil Nadu","2(f) & 12(B)"
"128","State","Bharathidasan University","Palkalaiperur,Tiruchirappalli","620024","Tamil Nadu","2(f) & 12(B)"
"129","Deemed to be Universities","Bharati Vidyapeeth","LBS Road Next to Alka Talkies, Sadashiv Peth, Pune","411030","Maharashtra","Section-III & 12(B)"
"130","Private","Bharatiya Engineering Science and Technology Innovation University","Gownivaripalli, Gorantla Mandal, Anantapur","515231","Andhra Pradesh","2(f)"
"131","Private","Bharti Vishwavidyalay","ChankhuriDurg","491001","Chhattisgarh","2(f)"
"132","Private","Bhartiya Skill Development University","Plot No. SI/INST/001,Social Infrastructure Zone, Mahindra World City, Off Ajmer Road, Jaipur","302037","Rajasthan","2(f)"
"133","State","Bhatkhande Sanskriti Vishwavidyalaya","Near, 1, Parivartan Chowk, Qaisar Bagh, Lucknow","226001","Uttar Pradesh","2(f)"
"134","State","Bhattadev University","Pathsala,Barpeta","781325","Assam","2(f)"
"135","Private","Bhupal Nobles University","Maharana Pratap Station RoadSevashram Circle,Udaipur","313001","Rajasthan","2(f)"
"136","State","Bhupendra Narayan Mandal University","Singheshwar Road, NH 106, Madhepura","852113","Bihar","2(f) & 12(B)"
"137","State","Bidar University","Gnyana Karanji, Halhalli","585415","Karnataka","2(f)"
"138","State","Bidhan Chandra Krishi Vishwavidyalaya","Mohanpur, Nadia, West BengalDistt. Nadia 741 252 (WB)","741252","West Bengal","2(f) & 12(B)"
"139","State","Bihar Agricultural University","Sabour (BhagalPur)","813210","Bihar","2(f)"
"140","State","Bihar Animal Sciences University","Bihar Veterinary College Campus, Patna","800014","Bihar","2(f)"
"141","State","Bihar Engineering University","6th Floor, Examination Block, AKU Campus, Mithapur, Patna","800001","Bihar","2(f)"
"142","State","Bihar Sports University","Rajgir, Nalanda,","803116","Bihar","2(f)"
"143","State","Bihar University of Health Sciences","Mithapur, Patna","800001","Bihar","2(f)"
"144","State","Biju Patnaik University of Technology","Chhend Colony, Rourkela","769015","Odisha","2(f)"
"145","State","Bikaner Technical University","RIICO Karni Industrial Area, Pugal Road, Bikaner","334004","Rajasthan","2(f)"
"146","State","Binod Bihari Mahto Koyalanchal University","Govt. Polytechnic RoadDhanbad","828130","Jharkhand","2(f)"
"147","Private","Bir Tikendrajit University","South View, Canchipur,Imphal WestManipur","795003","Manipur","2(f)"
"148","State","Birangana Sati Sadhani Rajyik Vishwavidyalaya","Golghat","785621","Assam","2(f)"
"149","Private","Birla Global University","IDCO Plot-2, Institutional Area, Gothapatna, Bhubaneswar, OdishaInstitutional Area,VIII-Gothapatna,P.S-Chandaka,Bhubaneswar","751029","Odisha","2(f)"
"150","Deemed to be Universities","Birla Institute of Technology","BIT Mesra, Ranchi","835215","Jharkhand","Section-III"
"151","Deemed to be Universities","Birla Institute of Technology & Science","Vidya Vihar, Pilani","333031","Rajasthan","Section-III"
"152","State","Birsa Agricultural University","Kanke Patratu Rd,Ranchi","834006","Jharkhand","2(f) & 12(B)"
"153","State","Birsa Munda Tribal University","Vocational Training Centre (VTC), Vavdi Road,  Distt.- Narmada","393145","Gujarat","2(f)"
"154","State","Biswa Bangla Biswabidyalay","Bolpur,Shantiniketan,Birbhum","731204","West Bengal","2(f)"
"155","Private","BML Munjal University","67th Milestone, National Highway - 8 Sidhrawali, Gurugram, Haryana -123413NH-8, Village Sidhrawali, Gurugram","123413","Haryana","2(f)"
"156","State","Bodoland University","Debargaon, P.O. Rangalikhata,Kokrajhar","783370","Assam","2(f) & 12(B)"
"157","Private","Brainware University","398, Ramkrishnapur Road,Barasat, KolkataNorth 4 Pgs., West Bengal","700125","West Bengal","2(f)"
"158","State","Bundelkhand University","Kanpur Road, Jhansi","284128","Uttar Pradesh","2(f) & 12(B)"
"159","State","Burdwan University","Burdwan Rajbati, Raiganj,Bardhaman","713104","West Bengal","2(f) & 12(B)"
"160","Private","C. U. Shah University","Surendranagar- Ahmedabad HighwayNr. Kothariya Village, Wadhwan CitySurendranagar","363030","Gujarat","2(f)"
"161","Private","C. V. Raman Global University","Bidyanagar, Mahura, Janla, Bhubaneswar","752054","Odisha","2(f)"
"162","State","Calcutta University","Calcutta University, College Square,Kolkata","700073","West Bengal","2(f) & 12(B)"
"163","State","Calicut University","Calicut University P.O.Malappuram DistrictCalicut","673635","Kerala","2(f) & 12(B)"
"164","Private","Capital University","Ranchi-Patna Main Road,District-Koderma,","825410","Jharkhand","2(f)"
"165","State","Captain Williamson Sangma State University","West Garo Hills DistrictTura, Balalgre, P. O. Damalgre","794105","Meghalaya","2(f)"
"166","Private","Career Point University","Alniya, NH-52, Jhalawar Road, Kota, Rajasthan","325003","Rajasthan","2(f)"
"167","Private","Career Point University","Career Point University Hamirpur,Campus : Bhoranj (Tikker - Kharwarian), Hamirpur, [H.P] - 176041  Contact : +91-1972-269702, +91-8261001325  Email : hp@cpuniverse.in","176041","Himachal Pradesh","2(f)"
"168","Central","Central Agricultural University","Lamphelpat,Imphal West,","795004","Manipur","2(f) & 12(B)"
"169","Deemed to be Universities","Central Institute of Buddhist Studies(CIBS)","Choglamsar, Leh","194104","Ladakh","Section-III"
"170","Deemed to be Universities","Central Institute of Fisheries Education","Panch Marg, Off Yari Road, Versova, Andheri (West), Mumbai","400061","Maharashtra","Section-III"
"171","Deemed to be Universities","Central Institute of Higher Tibetan Studies","Sarnath, Varanasi","221007","Uttar Pradesh","Section-III"
"172","Deemed to be Universities","Central Institute of Technology(CIT)","Balagaon,  Kokrajhar, (BTAD)","783370","Assam","Section-III"
"173","Central","Central Sanskrit University","56-57 Institutional Area,Janakpuri","110058","Delhi","2(f) & 12(B)"
"174","Central","Central Tribal University of Andhra Pradesh","Kondakarakam (PO), Cantonment (SPO), Vizianagaram","535003","Andhra Pradesh","2(f) & 12(B)"
"175","Central","Central University of Andhra Pradesh","Transit Campus, JNTU IT Incubation Centre, Chinmaya Nagar Anantapur","515002","Andhra Pradesh","2(f) & 12(B)"
"176","Central","Central University of Gujarat","Near Jalaram Temple,Sector – 29,Gandhinagar,","382030","Gujarat","2(f) & 12(B)"
"177","Central","Central University of Haryana","Jant-Pali,Mahendergarh","123029","Haryana","2(f) & 12(B)"
"178","Central","Central University of Himachal Pradesh","PO Box No. 21,Distt - Kangra,Dharamashala","176215","Himachal Pradesh","2(f) & 12(B)"
"179","Central","Central University of Jammu","Rahya-Suchani (Bagla),District Samba,Jammu","181143","Jammu and Kashmir","2(f) & 12(B)"
"180","Central","Central University of Jharkhand","Vill- Cheri Manatu, P.O- Kamre,P.S- Kanke, Brambe, Ranchi","835222","Jharkhand","2(f) & 12(B)"
"181","Central","Central University of Karnataka","Kadaganchi, Aland Road,Aland Taluk,Gulbarga","585311","Karnataka","2(f) & 12(B)"
"182","Central","Central University of Kashmir","Green Campus,Duderhama Ganderbal,Kashmir","191201","Jammu and Kashmir","2(f) & 12(B)"
"183","Central","Central University of Kerala","Tejaswini Hills,Periye (PO),Kasaragod (DT)","671316","Kerala","2(f) & 12(B)"
"184","Central","Central University of Odisha","Sunabeda, Post: NAD, Dist. Koraput","763004","Odisha","2(f) & 12(B)"
"185","Central","Central University of Punjab","VPO-Ghudda,Distt. Bathinda","151401","Punjab","2(f) & 12(B)"
"186","Central","Central University of Rajasthan","NH-8, Bandar Sindri, Kishangarh Dist-Ajmer","305801","Rajasthan","2(f) & 12(B)"
"187","Central","Central University of South Bihar","SH-7, Gaya-Panchanpur Road,Village–Karhara, Post- Fatehpur, P.S. –Tekari,District-Gaya","824236","Bihar","2(f) & 12(B)"
"188","Central","Central University of Tamil Nadu","Neelakudi,Tiruvarur","610005","Tamil Nadu","2(f) & 12(B)"
"189","Private","Centurion  University  of Technolgy and Management","AT: ALLURI NAGAR, PO: R.SITAPUR, VIA: UPPALADA, PARALAKHEMUNDI, GAJAPATI, ODISHAVia-Uppalada, ParalakhemundiNULL","761211","Odisha","2(f) & 12(B)"
"190","Private","Centurion University of Technology and Management","Tekkali Village, Nelimarla Mandal, Anandapuram Mandal, Visakhapatnam","535003","Andhra Pradesh","2(f)"
"191","Private","CEPT University (Formerly Centre for Environmental Planning and Technology University)","University Road, Navrangpura, Ahmedabad","380009","Gujarat","2(f)"
"192","Deemed to be Universities","Chaitanya","Kishanpura, Hanamkonda, Distt-Warangal","506001","Telangana","Section-III"
"193","State","Chamarajanagara University","Chamarajanagara","571313","Karnataka","2(f)"
"194","State","Chanakya National Law University","Mithapur, Nyaya Nagar, Patna","800001","Bihar","2(f) & 12(B)"
"195","Private","Chanakya University","No.29, Haraluru, Devanhalli Taluk, (Near Bangalore International Airport), Bengaluru Rural","562129","Karnataka","2(f)"
"196","Private","Chandigarh University","Lucknow-Kanpur Highway-27, Unnao,","209859","Uttar Pradesh","2(f)"
"197","Private","Chandigarh University","NH-95, Chandigarh Ludhiana Highway, Gharuan, Mohali, Punjab.Punjab","140413","Punjab","2(f) & 12(B)"
"198","State","Chandra Shekhar Azad University of Agriculture & Technology","Agricultural College Lane,Nawabganj,Kanpur","208002","Uttar Pradesh","2(f) & 12(B)"
"199","Private","Charotar University of Science & Technology","Off Nadiad-Petlad Highway Road, Changa","388415","Gujarat","2(f)"
"200","State","Chaudhary Bansi Lal University","Hansi Road,  Bhiwani","127021","Haryana","2(f) & 12(B)"
"201","State","Chaudhary Charan Singh University","Ramgarhi,Meerut","200005","Uttar Pradesh","2(f) & 12(B)"
"202","State","Chaudhary Devi Lal University","Barnala Road, Near Mini Sectt. SirsaHaryana -125 055","125055","Haryana","2(f) & 12(B)"
"203","State","Chaudhary Ranbir Singh University","Chaudhary Ranbir Singh University, Rohtak Road, Jind","126102","Haryana","2(f) & 12(B)"
"204","State","Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya","District Kangra Himachal PradeshTehsil, Palampur,Dist.-Kangra","176062","Himachal Pradesh","2(f) & 12(B)"
"205","Deemed to be Universities","Chennai Mathematical Institute","H1, SIPCOT IT Park, Siruseri, Kelambakkam","603103","Tamil Nadu","Section-III"
"206","Deemed to be Universities","Chettinad Academy of Research and Education  (CARE)","Rajiv Gandhi Salai, Kelambakkam,  Chengalpattu District, Chennai","603103","Tamil Nadu","Section-III & 12(B)"
"207","State","Chhatrapati Shahu Ji Maharaj University","Kalyanpur, Kanpur","208024","Uttar Pradesh","2(f) & 12(B)"
"208","Private","Chhatrapati Shivaji Maharaj University","Near Shedung toll plaza, Old Mumbai-Pune Highway, Panvel, Navi Mumbai, MaharashtraOld Mumbai pune highway,panvel, navi mumbai","410206","Maharashtra","2(f)"
"209","State","Chhattisgarh Kamdhenu Vishwavidyalaya","Dau Shri Vasudev Chandrakar Kamdhenu Vishwavidyala, Anjora, Durg","491001","Chhattisgarh","2(f)"
"210","State","Chhattisgarh Swami Vivekanad Technical Universty","North Park Avenue , Sector-8Bhilai, DurgChatisgarh","490009","Chhattisgarh","2(f) & 12(B)"
"211","State","Children's University","Subhash Chandra Bose Shikshan Sankul, Sector-20, Gandhinagar","382021","Gujarat","2(f) & 12(B)"
"212","Deemed to be Universities","Chinmaya Vishwavidyapeeth","Adi Sankara Nilayam, Ernakulum","682313","Kerala","Section-III"
"213","Private","Chirayu University","Bhopal-Indore Highway, Near Bairagarh, Bhainsakhedi","462030","Madhya Pradesh","2(f)"
